Date,target_price,lower_barrier_price,upper_barrier_price,label
2023-06-05,179.5800018310547,161.62200164794922,197.53800201416018,0
2023-06-06,179.2100067138672,161.28900604248048,197.13100738525392,0
2023-06-07,177.82000732421875,160.0380065917969,195.60200805664064,0
2023-06-08,180.57000732421875,162.51300659179688,198.62700805664065,0
2023-06-09,180.9600067138672,162.86400604248047,199.05600738525393,0
2023-06-12,183.7899932861328,165.41099395751954,202.16899261474612,0
2023-06-13,183.30999755859375,164.97899780273437,201.64099731445313,0
2023-06-14,183.9499969482422,165.55499725341798,202.34499664306642,0
2023-06-15,186.00999450683594,167.40899505615235,204.61099395751955,0
2023-06-16,184.9199981689453,166.4279983520508,203.41199798583986,0
2023-06-20,185.00999450683594,166.50899505615234,203.51099395751956,0
2023-06-21,183.9600067138672,165.5640060424805,202.35600738525392,0
2023-06-22,187.0,168.3,205.70000000000002,0
2023-06-23,186.67999267578125,168.01199340820312,205.3479919433594,0
2023-06-26,185.27000427246094,166.74300384521484,203.79700469970706,0
2023-06-27,188.05999755859375,169.25399780273438,206.86599731445315,0
2023-06-28,189.25,170.32500000000002,208.175,0
2023-06-29,189.58999633789062,170.63099670410156,208.54899597167972,0
2023-06-30,193.97000122070312,174.57300109863283,213.36700134277345,0
2023-07-03,192.4600067138672,173.21400604248046,211.7060073852539,0
2023-07-05,191.3300018310547,172.19700164794924,210.46300201416017,0
2023-07-06,191.80999755859375,172.62899780273438,210.99099731445315,0
2023-07-07,190.67999267578125,171.61199340820312,209.74799194335938,0
2023-07-10,188.61000061035156,169.7490005493164,207.47100067138675,0
2023-07-11,188.0800018310547,169.27200164794922,206.88800201416018,0
2023-07-12,189.77000427246094,170.79300384521486,208.74700469970705,0
2023-07-13,190.5399932861328,171.48599395751953,209.5939926147461,0
2023-07-14,190.69000244140625,171.62100219726562,209.7590026855469,0
2023-07-17,193.99000549316406,174.59100494384765,213.38900604248047,0
2023-07-18,193.72999572753906,174.35699615478515,213.10299530029297,0
2023-07-19,195.10000610351562,175.59000549316406,214.6100067138672,0
2023-07-20,193.1300048828125,173.81700439453127,212.44300537109376,0
2023-07-21,191.94000244140625,172.74600219726562,211.1340026855469,0
2023-07-24,192.75,173.475,212.025,0
2023-07-25,193.6199951171875,174.25799560546875,212.98199462890628,-1
2023-07-26,194.5,175.05,213.95000000000002,-1
2023-07-27,193.22000122070312,173.89800109863282,212.54200134277346,0
2023-07-28,195.8300018310547,176.24700164794922,215.41300201416018,-1
2023-07-31,196.4499969482422,176.80499725341798,216.09499664306642,-1
2023-08-01,195.61000061035156,176.04900054931642,215.17100067138674,-1
2023-08-02,192.5800018310547,173.32200164794924,211.83800201416017,0
2023-08-03,191.1699981689453,172.0529983520508,210.28699798583986,0
2023-08-04,181.99000549316406,163.79100494384767,200.1890060424805,0
2023-08-07,178.85000610351562,160.96500549316406,196.7350067138672,0
2023-08-08,179.8000030517578,161.82000274658205,197.7800033569336,0
2023-08-09,178.19000244140625,160.37100219726562,196.0090026855469,0
2023-08-10,177.97000122070312,160.17300109863282,195.76700134277345,0
2023-08-11,177.7899932861328,160.01099395751953,195.56899261474612,0
2023-08-14,179.4600067138672,161.51400604248047,197.40600738525393,0
2023-08-15,177.4499969482422,159.704997253418,195.19499664306642,0
2023-08-16,176.57000732421875,158.9130065917969,194.22700805664064,0
2023-08-17,174.0,156.6,191.4,0
2023-08-18,174.49000549316406,157.04100494384767,191.9390060424805,0
2023-08-21,175.83999633789062,158.25599670410156,193.42399597167972,0
2023-08-22,177.22999572753906,159.50699615478516,194.952995300293,0
2023-08-23,181.1199951171875,163.00799560546875,199.23199462890628,0
2023-08-24,176.3800048828125,158.74200439453125,194.01800537109378,0
2023-08-25,178.61000061035156,160.7490005493164,196.47100067138675,0
2023-08-28,180.19000244140625,162.17100219726564,198.2090026855469,0
2023-08-29,184.1199951171875,165.70799560546877,202.53199462890626,0
2023-08-30,187.64999389648438,168.88499450683594,206.41499328613284,0
2023-08-31,187.8699951171875,169.08299560546877,206.65699462890626,0
2023-09-01,189.4600067138672,170.51400604248047,208.40600738525393,-1
2023-09-05,189.6999969482422,170.72999725341796,208.6699966430664,-1
2023-09-06,182.91000366210938,164.61900329589844,201.20100402832034,0
2023-09-07,177.55999755859375,159.8039978027344,195.31599731445314,0
2023-09-08,178.17999267578125,160.36199340820312,195.99799194335938,0
2023-09-11,179.36000061035156,161.42400054931642,197.29600067138674,0
2023-09-12,176.3000030517578,158.67000274658204,193.9300033569336,0
2023-09-13,174.2100067138672,156.78900604248048,191.63100738525392,0
2023-09-14,175.74000549316406,158.16600494384767,193.3140060424805,0
2023-09-15,175.00999450683594,157.50899505615234,192.51099395751956,0
2023-09-18,177.97000122070312,160.17300109863282,195.76700134277345,0
2023-09-19,179.07000732421875,161.1630065917969,196.97700805664064,0
2023-09-20,175.49000549316406,157.94100494384767,193.03900604248048,0
2023-09-21,173.92999267578125,156.53699340820313,191.3229919433594,0
2023-09-22,174.7899932861328,157.31099395751954,192.2689926147461,0
2023-09-25,176.0800018310547,158.4720016479492,193.68800201416016,0
2023-09-26,171.9600067138672,154.76400604248047,189.15600738525393,0
2023-09-27,170.42999267578125,153.38699340820312,187.4729919433594,0
2023-09-28,170.69000244140625,153.62100219726562,187.7590026855469,0
2023-09-29,171.2100067138672,154.08900604248046,188.3310073852539,0
2023-10-02,173.75,156.375,191.12500000000003,0
2023-10-03,172.39999389648438,155.15999450683594,189.63999328613284,0
2023-10-04,173.66000366210938,156.29400329589845,191.02600402832033,0
2023-10-05,174.91000366210938,157.41900329589845,192.40100402832033,0
2023-10-06,177.49000549316406,159.74100494384766,195.2390060424805,0
2023-10-09,178.99000549316406,161.09100494384765,196.88900604248047,0
2023-10-10,178.38999938964844,160.5509994506836,196.2289993286133,0
2023-10-11,179.8000030517578,161.82000274658205,197.7800033569336,0
2023-10-12,180.7100067138672,162.63900604248047,198.78100738525393,0
2023-10-13,178.85000610351562,160.96500549316406,196.7350067138672,0
2023-10-16,178.72000122070312,160.8480010986328,196.59200134277344,0
2023-10-17,177.14999389648438,159.43499450683595,194.86499328613283,0
2023-10-18,175.83999633789062,158.25599670410156,193.42399597167972,0
2023-10-19,175.4600067138672,157.91400604248048,193.00600738525392,0
2023-10-20,172.8800048828125,155.59200439453124,190.16800537109376,0
2023-10-23,173.0,155.70000000000002,190.3,1
2023-10-24,173.44000244140625,156.09600219726562,190.78400268554688,1
2023-10-25,171.10000610351562,153.99000549316406,188.21000671386722,1
2023-10-26,166.88999938964844,150.2009994506836,183.5789993286133,1
2023-10-27,168.22000122070312,151.39800109863282,185.04200134277346,1
2023-10-30,170.2899932861328,153.26099395751953,187.31899261474612,1
